emotion,text,clean_text
anger,"Sebelah mana stereotyping-nya dari pernyataan saya? Coba ditunjukkan, siapa tahu saya salah bicara. Bagus dong kalau banyak yang mengecam. Semakin banyak makin terdengar suara untuk kebenaran, semakin bagus. Kalau benar tapi kalah keras sama yang salah, itu yang harus diatasi. [URL]",sebelah mana stereotypingnya pernyataan coba ditunjukkan siapa tahu salah bicara bagus dong kalau banyak mengecam semakin banyak makin terdengar suara kebenaran semakin bagus kalau benar kalah keras sama salah yang diatasi url
anger,Tipikal cowo menye menye bgt ni. Paling ngga bisa diajak argumen. Menyalahkan orang dan mengeluh terus ni manusia maha sempurna. Pen ngatain goblok tapi puasa.,tipikal cowok  menye menye sangat   paling bisa diajak argumen menyalahkan orang mengeluh terus  manusia maha sempurna pen ngatain goblok puasa
happy,Tiada henti 2ny q mengucap syukut alhmdllh.... Skrg aku bsa.... Uang jadi panitia kmrn alhmdllh trmkah kau bri brlmpah.... Mski tak sbrpa inysllh lma2 mmbukit amn [URL],tiada henti ny mengucap syukut alhmdllh sekarang  bisa uang jadi panitia kemarin alhmdllh trmkah kamu bri brlmpah meski  tak sbrpa inysllh lma mmbukit amn url
anger,"Kamu mau ngomong apa.Kayaknya kamu dendam kpd Anies.Pernah disakiti olh gub Anies?Salah apa Anies kpdmu?.Knp dendam?Kamu klmpok DKI42% yg tdk puny gub,Anies bukan [URL] pada tempatnya kamu maki2 Anies.Salah. [URL]",kamu mau bicara  apakayaknya kamu dendam  aniespernah disakiti olh gub aniessalah apa anies kpdmuknp dendamkamu klmpok dki  puny gubanies bukan url tempatnya kamu maki aniessalah url
sadness,Ketika di group keluarga udah pada ngomongin mudik. Duuh pengen mudik. Tapi apa daya suami libur cuma 4 hari dr hari H lebaran. Itu juga kalo g di telpon disuruh masuk. 2 tahun lalu malah habis sholat eid lgsg kerja ,di group keluarga pada membicarakan  mudik duuh mudik apa daya suami libur cuma hari  hari h lebaran juga kalau  di telepon  disuruh masuk tahun lalu malah habis sholat eid langsung  kerja
sadness,Orang yg pernah kalah dalam pertarungan POLITIK sulit untuk bisa disembuhkan Karena mereka tdk bs meraih impian dan sdh kehilangan banyak Harta.,orang  pernah kalah pertarungan politik sulit bisa disembuhkan mereka bisa meraih impian sudah kehilangan banyak harta
sadness,"Nggada sinyal di rumah, membuatku banyak berfikir, berfikir doank tapi, pikiran ke mana mana, random.. Tapi pasti ada dia :(",nggada sinyal rumah membuatku banyak berfikir berfikir  pikiran mana mana random pasti dia
fear,"Ada khabar kasus tuduhan chat mesum terhadap Imam Besar Habib Rizieq sdh dihentikan, mohon bantu doa semoga benar adanya. Semoga kesucian Ramadhan membuka mata hati bapak2 kita yg menyidik.amin",kabar  kasus tuduhan chat mesum imam besar habib rizieq dihentikan mohon bantu doa semoga benar adanya semoga kesucian ramadhan membuka mata hati bapak yang  menyidikamin
fear,"Jangan ngecengin gua lagi ya gaes [USERNAME] [USERNAME] [USERNAME], orang ini udah ada blog-nya juga.. ..ya walaupun nulisnya nggak jam 2 dinihari sih.",jangan ngecengin  ya gaes username username username orang sudah blognya ya walaupun nulisnya jam dinihari sih
anger,Cari orang2 yg selalu menyudutkan Ansor. Sabar itu bagus tp kalau terus menerus difitnah disalahkan jangan tinggal diam Saatnya,cari orang  selalu menyudutkan ansor sabar bagus kalau terus menerus difitnah disalahkan jangan tinggal diam saatnya
love,"halohaa selamat siang Denise Udah pulang sekolah belum nih ? Jangan lupa makan siang ya, oh iya gimana udah sehatan kan kamu ? Kalo emang masih kurang sehat ya banyakin istirahat aja sekarang"" Kk selalu nunggu kok tweet"" dari k",halohaa selamat siang denise pulang sekolah nih jangan lupa makan siang oh iya gimana sehatan kan kamu kalau  memang  kurang sehat perbanyak  istirahat  sekarang kakak selalu nunggu kok tweet k
anger,"Itu lah bodoh mu bong.. disuruh baca, tidak mau baca... PBB CIKAL BAKALNYA DARI MASYUMI , PBB =KELUARGA BESAR BULAN BINTANG = MASYUMI dasar bong200",lah bodoh mu bong disuruh baca mau baca pbb cikal bakalnya masyumi pbb keluarga besar bulan bintang masyumi dasar bong
fear,Mudah2an sudah terupload smua sebelum z mudik Karna fans modal quota pun butuh daerah dengan jaringan yang bagus.. hiksss Hitungan jam juga br slsi kalo z mo donlot ini di rumahku pi ,mudahan terupload semua  z mudik  fans modal quota butuh daerah jaringan bagus hiksss hitungan jam br slsi kalau  z mau  download  di rumahku pi
anger,Orang pendukung khilafah memang harus di black mail [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] [URL],orang pendukung khilafah memang di black mail username username username username username username username username username username username username username username url
anger,"jangan sok akrab ye mention mention gue , maling dulu aje yg bener nanti kalo udah sukses jadi malingnye baru gue bales mentionan lu lu pada .. #SalamSatuNyaliLari #BonekJancuk [URL]",jangan sok akrab ye mention mention maling dulu   benar  kalau  sukses jadi malingnye baru balas  mentionan kamu kamu url
happy,"Alhamdulillah Prof, setelah berbicara semalam di [USERNAME] adem rasanya, semoga membawa keberkahan. Aamiin Yaa Rabbal 'Aalamiin.",alhamdulillah prof berbicara semalam username adem rasanya semoga membawa keberkahan amin  yaa rabbal aalamiin
happy,"Keren!! Kira-kira masih ada nggak yg bilang Pak [USERNAME] anti-islam? 3,5 triliun, 142 hektar, jadi kampus rujukan Islam dunia sekelas Al-Azhar. Belum lagi proyek Ponpes, madrasah, Masjid dan fasilitas ummat lain. Kl ada yg masih bilang Beliau an",keren kirakira yang  bilang pak username antiislam triliun hektar jadi kampus rujukan islam dunia sekelas alazhar lagi proyek ponpes madrasah masjid fasilitas ummat kalau  ada yang  bilang beliau an
anger,"[USERNAME] saya kan datang untuk bertanya, kemudian ngobrol tuh sama mba mba Help desk. tapi saya tetep ga ngerti karena ga dapet jawaban yg menjawab pertanyaan saya. trus mbanya lama lama agak emosi, yaudah makin ga kejawab dong, trus saya pulang.",username kan datang bertanya kemudian bicara  tuh sama mba mba help desk tetap  ngerti  jawaban  menjawab pertanyaan terus  mbanya lama lama emosi yaudah makin tidak kejawab dong terus  saya pulang
anger,"Sering tuh gua digituin pas kalo baru ketemu Apsara lagi ""kok perawatannya makin banyak? Makin gendut aja sih "" wah senyum aja iya2in aja dalem hati ""bacot lu anjing""",sering tuh  digituin pas kalau  baru ketemu apsara kok perawatannya makin banyak makin gendut  sih wah senyum  mengiyakan    hati bacot kamu anjing
fear,"kalo sifat buruk mungkin bisa dirubah dengan bertambahnya umur atau berubahnya keadaan. kalo kebiasaan buruk mungkin sulit ya? karena semacam udah jadi hobi, gitu ga sih?",kalau  sifat buruk mungkin dirubah bertambahnya umur berubahnya keadaan kalau  kebiasaan buruk mungkin sulit karena semacam jadi hobi  sih
fear," berdesakan..bejubelan, di kRL adalah salah satu godaan dalam berpuasa.....apalagi d dpn nya ada wanita cantik sambil ngunyah tahu gejrot...hehe..",berdesakanbejubelan krl salah satu godaan berpuasaapalagi d depan  nya wanita cantik kunyah  tahu gejrothehe
anger,[USERNAME] #belanjaitugakribet ternyata cm slogan doang.stelah dkomplen ternyata dbatalin sepihak. Dan nama besar itu ndak jaminan keprofesionalan ya..trus nyampein ke pihak official store klo sy yg batalin..pdhl samsek ga sy batalin.jd skrg sy udh tau kal,username ternyata cuma  slogan doangstelah dkomplen ternyata dbatalin sepihak nama besar jaminan keprofesionalan yatrus nyampein pihak official store kalau   batalinpdhl samsek tidak  batalinjd sekarang  saya  tahu kal
happy,Happy birthday to us [USERNAME] and happy 6th anniv wkwkwk Bentar lagi kita putus huhu aku harus cari pacar baru :3 [URL],happy birthday to us username and happy th anniv wkwkwk bentar kita putus huhu harus cari pacar baru url
fear,Terus.. Baca komen2nya pada bilang kalo musik itu haram. Dan bla bla. Nah disini aku tau. Kalo fanatik kan emang gaboleh. Tp kalau sekedar suka gitu gimana?,terus baca komennya bilang kalau  musik haram bla bla nah disini tahu kalau  fanatik kan memang  boleh kalau sekedar suka  gimana
happy,"Rabu, 06-06-2018, anakbujangku selesai menempuh pendidikan di TK Bhakti Ibu, Bakauheni. Eit, ternyata ia dapat piala jugak hehehe",rabu anakbujangku selesai menempuh pendidikan tk bhakti ibu bakauheni eit ternyata dapat piala jugak hehehe
anger,SAYA HIDUP DIZAMAN PRESIDEN HEBAT YAITU SOEHARTO.. Beliau Buat Aman dan tenang untuk Masyarakat..... Tetapi tidak tenang untuk: Kaum PKI Kaum Rampok Kaum Bandit Kaum yg ingin jadi pejabat negara tapi otaknya kosong. Hanya kaum itulah yg Tidak Suka Bapak SOEHARTO [URL],hidup dizaman presiden hebat soeharto beliau buat aman tenang masyarakat tenang kaum pki kaum rampok kaum bandit kaum  jadi pejabat negara otaknya kosong kaum yang  tidak suka bapak soeharto url
happy,"Bersama segenap dewan guru.. Terimakasih telah membimbing anak kami selama ini, Bu.. Semoga ibu-ibu semua dimudahkan segala urusannya, dan ilmu yang ibu ajarkan menjadi amal jariah yang pahalanya akan terus mengalir ke ibu, selamanya.. [URL]",bersama segenap dewan guru terimakasih membimbing anak selama bu semoga ibuibu semua dimudahkan segala urusannya ilmu ibu ajarkan menjadi amal jariah pahalanya terus mengalir ibu selamanya url
anger,"Gue emang cuek sih , bgt bgt malah tp kl ada yg buat risih atau gak nyaman ya hati2 aja lah pokoknya.. Jangan sampe gue ajak nongkrong breng ",memang  cuek sih sangat  sangat  malah kalau  yang  buat risih tidak nyaman hati  lah pokoknya jangan saya ajak nongkrong breng
sadness,"Bagi anda anda yg dianugerahi gigi rapi dari lahir, bersyukurlah ! Karena pake behel ternyata lebih sakit daripada sakit hati. #menurutguesih",anda yang  dianugerahi gigi rapi lahir bersyukurlah pakai  behel ternyata lebih sakit sakit hati
happy," Alhamdulillah Pie,,di RSUP Kariadi ini bener2 diurus, jd sudah gak panas tinggi lg soalnya langsung dikasih Paracetamol yg botolan",alhamdulillah piedi rsup kariadi benar  diurus jadi tidak panas tinggi  soalnya langsung dikasih paracetamol  botolan
anger,"Melihat udah terlalu banyak [USERNAME] project yang jatohnya malah jadi scam dan fraud, asli gue pengen coba deh bawa mereka sama creator creator mereka yang udah bawa kabur duit banyak orang (termasuk gue) ke ranah hukum Indonesia.",melihat terlalu banyak username project jatohnya malah jadi scam fraud asli ingin coba deh bawa sama creator creator yang bawa kabur duit banyak orang termasuk ke ranah hukum indonesia
anger,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih ",soal via vallen sepakat sama nikita mirzani jangan lebay kalau suka  tinggal tolak block itu  orang jangan share jadi konsumsi publik kek menampilkan kepolosan tak berdosa gimana gituu
fear,"Baru 'ngerusuh' di balai desa Terus pas mau pulang tadi, bu lurah nanya, ""Mba Ulfah... itu temannya yang satu ke mana sih, kok ndak kelihatan?"" ""Hah? Teman saya buk? O.o"" Bu Lurah: ""Iya, yang biasa bareng, dari senin ndak berangkat lho."" WAIT, DARI SENIN????",baru ngerusuh balai desa terus pas mau pulang tadi bu lurah tanya  mba ulfah temannya satu mana sih kok kelihatan hah teman buk oo bu lurah iya biasa bareng senin berangkat lho wait senin
fear,"Mba PPS: ""Tuh, pasti ada apa-apa.... mba Ulfa juga pasti ngerasa ini kok ga ada."" ""....Sebentar, sebentar..."" DIA KENAPA LAGI SIH, DARI SENIN GA BERANGKAT :""( Bikin khawatir aja T.T",mba pps tuh ada apaapa mba ulfa pasti merasa  kok ada sebentar sebentar kenapa sih senin berangkat bikin khawatir  tt
anger,"Hadeh ini lagi Satu Cewe yg udh pikirannya jahat, jari jarinya jahat. Dinikmati? Heh mbak emang penyanyi dangdut itu auto lonte? Lonte juga bisa kena sexual harassment mbaaaak.",aduh  lagi satu cewek   pikirannya jahat jari jarinya jahat dinikmati heh mbak memang  penyanyi dangdut auto lonte lonte bisa kena sexual harassment mbaaaak
sadness,"lu ngapa si galau mulu:( lu kalo galau banyak diem, kalau lg seneng gabisa diem. Mangat dong kak nanas seneng itu bisa nularin ke orang2 loh:( wkwk",kamu ngapa si galau terus  kamu kalau  galau banyak diam  kalau  senang  bisa diam  mangat dong kak nanas senang  bisa nularin orang loh wkwk
anger,Sudah berjuta kali bong dikasih tau.. Pak Harto hanya kejam : Pki Bandit Rampok Lo keturunan kelompok mana bong??? Hahahahaha,berjuta kali bong dikasih tahu pak harto kejam pki bandit rampok kamu keturunan kelompok mana bong hahahahaha
happy,"Sebentar lagi ketemu krucil-krucil ponakan yang gemesin banget, suka nya minta main berantem-beranteman. Seru sih meskipun ya resiko pada pegel-pegel nantinya, sedikit-sedikit sambil ngajarin berhitung agar #JadiLebihBaik lagi Nanti pas masuk sekolah",sebentar ketemu krucilkrucil ponakan gemesin sekali  suka nya minta main berantemberanteman seru sih meskipun resiko pegelpegel nantinya sedikitsedikit ngajarin berhitung lagi pas masuk sekolah
anger,"Lalu bagaimana dengan negara? Mereka akan kehilangan banyak pendapatan dari cukai rokok. Hutang negara akan semakin banyak. Ah, itu kan hanya pembenaranmu saja. Coba lihat ini! Bagaimana? Apa pendapatmu masih sama? [URL]",lalu bagaimana negara kehilangan banyak pendapatan cukai rokok hutang negara akan semakin banyak ah kan pembenaranmu coba lihat bagaimana apa pendapatmu sama url
fear,"Eh tapi numbuhin brewok juga buat nyenengin diri sendiri sih, compliment dari sesama cowok bonus lah. Tapi ga dirawat dikit langsung tumbuh liar atau gatel banget",eh numbuhin brewok buat nyenengin diri sendiri sih compliment sesama cowok bonus lah tidak dirawat sedikit  langsung tumbuh liar gatal  sekali 
anger,"Kosan deket kantor, dateng paling telat, trus kalo siang tidur pula selonjoran di sofa. Temen kantor kaya gini emang perlu dikatain tai sih.",kost  deket kantor datang  paling telat terus  kalau  siang tidur selonjoran sofa teman  kantor kaya gini memang  perlu dikatain tahi  sih
anger,"si [USERNAME] ini ngga bisa seenak dewe melepaskan tanggung jawab ke backers cuma berdasarkan ToC antara Kickstarter selaku penyedia platform crowd-funding, creators, dan backers. ToC tetap tunduk ke hukum yang berlaku di governing law si ToC. Gue mau cari legal loophole nya. [URL]",si username tidak seenak dewe melepaskan tanggung jawab backers cuma berdasarkan toc kickstarter selaku penyedia platform crowdfunding creators backers toc tetap tunduk hukum berlaku governing law si toc mau cari legal loophole nya url
sadness,Ada anak sma habis perpisahan atau semacam wisuda sekolah. Foto bareng sama temen-temennya sejawat dgn pakai kebaya lalu di post di IG dengan caption 'Nanti siapa ya yang bakal nikah duluan'. Ku langsung tertunduk lesu dan seraya ingin minum extra joss. Cuk.,anak sma habis perpisahan semacam wisuda sekolah foto bareng sama tementemennya sejawat  pakai kebaya lalu post ig caption siapa yang bakal nikah duluan ku langsung tertunduk lesu seraya minum extra joss jancuk 
happy,"Awak sih jd org slow, mau di omongin a to z asal ale bnyk makan, ngga cranky, berat naik udh bahagia. Mslh apapun jd kyk ngga ada. Ibu2 bgt sih skrg",awak sih jadi orang slow mau omongin a to z asal ale banyak  makan cranky berat naik bahagia masalah  apapun jadi kayak  ada ibu sangat  sih sekarang 
anger,Ganti presiden? Siapa takut...hanya siapa calonnya? Apa si doi yg onoh? Ih gak syudih,ganti presiden siapa takuthanya siapa calonnya apa si doi  onoh ih syudih
anger,"Para penipu ,kasihan ibukota negara gw di pimpin sama mereka2 yg haus jabatan tanpa mementingkan rakyatnya ,,,tai buat [USERNAME] [USERNAME]",penipu kasihan ibukota negara di pimpin sama yang  haus jabatan mementingkan rakyatnya tahi  buat username username
fear,"Perginya diantar sama teman, gak bawa HP. Udah janjian biar dijemput jam setengah 2. Krna sayanya ketiduran, dan yg jemput gak nongol2, bingung mau gmna. Akhirnya jalan kaki 2 km siang bolong. Ngeri kali lahh~~ vanashh syekaleh vemirsyahh",perginya diantar sama teman bawa hp janjian biar dijemput jam setengah  sayanya ketiduran yang  jemput nongol bingung mau bagaimana  akhirnya jalan kaki kamu siang bolong ngeri kali lahh vanashh syekaleh vemirsyahh
